ClaimID,PolicyID,CoverageType,Peril,ClaimDate,ClaimAmount,ApprovedAmount,FraudScore,ClaimStatus,ForcedEntryFlag,ProofOfOwnershipFlag,CoverageType_Policy,DriverType,DriverAge,LicenseValid,UsageType,PremiumAmount,FraudRiskScore,IncidentDriverAge,IncidentDriverLicenseYears,IncidentDriverListedFlag,DriverEligibilityFlag,AdditionalExcessFlag,AdditionalExcessAmount,DriverEligibilityReason,PayoutRatio
1004,1749,Building,Water Damage,6/7/2023,82967,15237,68,Pending,N,N,Motor,Named Driver,58,N,Business,1567.25,94,,,,,,,,0.1837
1005,1975,All Risk,Travel Risk,4/25/2023,71679,61534,90,Repudiated,Y,Y,Motor,Open Driver,60,Y,Private,2121.12,38,,,,,,,,0.8585
1006,342,Motor,Fire & Explosion,6/3/2024,29824,29824,45,Approved,Y,N,All Risk,,,,,1656.44,54,73,33,Y,Y,N,0,Driver meets policy requirements,1
1007,937,Contents,Burglary,9/22/2025,43173,43173,16,Approved,Y,N,Motor,Open Driver,34,Y,Business,1092.26,15,,,,,,,,1
1008,1457,Contents,Malicious Damage,6/9/2025,68676,54070,62,Pending,Y,N,Motor,Open Driver,20,Y,Business,272.94,52,,,,,,,,0.7873
1009,1425,Contents,Water Damage,7/4/2024,51607,9664,72,Repudiated,Y,N,Contents,,,,,1702.73,87,,,,,,,,0.1873
1010,1762,Motor,Fire & Explosion,1/20/2025,108317,108317,54,Approved,Y,N,Building,,,,,2489.52,60,57,5,Y,Y,N,0,Driver meets policy requirements,1
1011,67,All Risk,Theft,3/10/2024,40984,8049,72,Repudiated,Y,N,Building,,,,,1228.25,78,,,,,,,,0.1964
1012,384,Contents,Malicious Damage,10/15/2024,45117,1528,77,Repudiated,Y,Y,Building,,,,,2261.62,83,,,,,,,,0.0339
1013,813,Building,Flood,9/22/2024,91359,91359,50,Approved,Y,Y,Building,,,,,421.21,70,,,,,,,,1
1014,272,Motor,Glass Damage,7/16/2023,132162,55304,82,Repudiated,N,Y,All Risk,,,,,877.79,72,63,30,Y,Y,N,0,Driver meets policy requirements,0.4185
1015,1761,Contents,Malicious Damage,7/7/2025,95614,78745,75,Repudiated,Y,Y,Contents,,,,,2095.41,65,,,,,,,,0.8236
1016,184,Contents,Malicious Damage,4/22/2023,59172,50630,88,Repudiated,N,Y,Motor,Named Driver,51,N,Business,1190.07,69,,,,,,,,0.8556
1017,31,Motor,Weather,10/28/2025,112413,112413,53,Approved,Y,Y,Building,,,,,1637.85,83,63,37,Y,Y,N,0,Driver meets policy requirements,1
1018,967,Building,Malicious Damage,4/5/2024,46088,11239,65,Repudiated,N,Y,Contents,,,,,1995.66,76,,,,,,,,0.2439
1019,1957,Contents,Burglary,1/14/2025,4870,1045,85,Repudiated,Y,Y,All Risk,,,,,560.84,33,,,,,,,,0.2146
1020,1261,Contents,Malicious Damage,11/6/2023,96668,96668,60,Approved,N,Y,All Risk,,,,,1888.75,69,,,,,,,,1
1021,798,All Risk,Theft,12/15/2025,29418,17106,83,Repudiated,Y,Y,Motor,Named Driver,52,Y,Business,2315.21,87,,,,,,,,0.5815
1022,240,Motor,Accidental Damage,6/20/2024,43438,7675,82,Repudiated,Y,N,Motor,Open Driver,64,Y,Private,1933.17,56,60,33,Y,Y,N,0,Driver meets policy requirements,0.1767
1023,344,All Risk,Fire,6/20/2025,26639,25672,82,Repudiated,Y,N,Contents,,,,,488.4,11,,,,,,,,0.9637
1024,744,Building,Flood,3/7/2024,25829,17260,88,Repudiated,N,N,Contents,,,,,519.82,46,,,,,,,,0.6682
1025,1577,Contents,Fire,12/3/2023,132204,42761,68,Pending,Y,Y,All Risk,,,,,515.55,89,,,,,,,,0.3234
1026,1454,All Risk,Fire,10/19/2023,99457,99457,40,Approved,N,Y,Contents,,,,,691.65,32,,,,,,,,1
1027,1324,All Risk,Travel Risk,11/7/2025,78035,51270,73,Repudiated,Y,Y,Building,,,,,2443.26,31,,,,,,,,0.657
1028,714,All Risk,Fire,7/15/2024,70327,70327,49,Approved,Y,Y,Contents,,,,,1849.92,55,,,,,,,,1
1029,285,Motor,Fire & Explosion,9/16/2024,65040,62436,65,Pending,N,Y,Contents,,,,,2138.16,90,75,3,Y,Y,N,0,Driver meets policy requirements,0.96
1030,1729,All Risk,Travel Risk,9/4/2025,95605,95605,57,Approved,N,N,Building,,,,,1166.42,64,,,,,,,,1
1031,109,Motor,Fire & Explosion,4/29/2023,105465,105465,37,Approved,N,Y,Building,,,,,2191.71,23,55,33,Y,Y,N,0,Driver meets policy requirements,1
1032,795,Motor,Accidental Damage,3/20/2025,117993,115493,45,Approved with Additional Excess,Y,Y,Contents,,,,,1822,23,21,0,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.9788
1033,822,All Risk,Travel Risk,5/16/2024,16635,16635,24,Approved,N,N,Building,,,,,1098.19,31,,,,,,,,1
1034,1142,All Risk,Fire,6/25/2024,138662,138662,46,Approved,N,Y,Building,,,,,1631.7,65,,,,,,,,1
1035,1992,All Risk,Theft,2/18/2025,125643,125643,47,Approved,N,N,Building,,,,,1736.31,45,,,,,,,,1
1036,695,Contents,Water Damage,12/22/2023,117964,93975,67,Repudiated,N,N,Building,,,,,388.92,55,,,,,,,,0.7966
1037,1983,Building,Flood,5/20/2025,119902,119902,29,Approved,Y,N,All Risk,,,,,1248,64,,,,,,,,1
1038,1751,Motor,Glass Damage,3/1/2023,60266,60266,15,Approved,Y,N,Building,,,,,1283.46,9,29,0,Y,Y,N,0,Driver meets policy requirements,1
1039,84,Contents,Water Damage,5/11/2024,96109,96109,10,Approved,Y,Y,Building,,,,,905.93,70,,,,,,,,1
1040,212,All Risk,Accidental Loss,7/18/2024,114281,114281,39,Approved,N,N,All Risk,,,,,1417.46,71,,,,,,,,1
1041,360,Contents,Fire,9/28/2024,144073,45258,72,Repudiated,N,Y,Motor,Named Driver,31,N,Private,573.92,41,,,,,,,,0.3141
1042,1762,Building,Fire,1/21/2025,22215,22215,26,Approved,N,Y,Building,,,,,2489.52,60,,,,,,,,1
1043,303,Motor,Weather,8/5/2024,99268,99268,18,Approved,Y,Y,Building,,,,,2314.11,93,59,23,Y,Y,N,0,Driver meets policy requirements,1
1044,861,Contents,Malicious Damage,12/30/2024,71685,71685,46,Approved,Y,N,Building,,,,,1644.19,26,,,,,,,,1
1045,341,Contents,Burglary,2/3/2024,49114,49114,29,Approved,Y,N,Motor,Open Driver,64,Y,Private,1545.44,79,,,,,,,,1
1046,1017,Building,Storm,10/16/2024,82910,82910,13,Approved,N,Y,Contents,,,,,1324.49,26,,,,,,,,1
1047,68,Motor,Theft & Hijacking,12/30/2023,6320,0,22,Repudiated,N,N,Motor,Open Driver,64,N,Business,1217.92,63,71,46,Y,N,N,0,Invalid driver licence,0
1048,117,Building,Malicious Damage,5/30/2023,135060,135060,58,Approved,Y,N,Motor,Named Driver,56,N,Business,605.01,51,,,,,,,,1
1049,585,All Risk,Accidental Loss,10/2/2025,120240,104181,73,Repudiated,Y,Y,Motor,Open Driver,44,N,Private,2134.38,74,,,,,,,,0.8664
1050,1071,Building,Flood,10/4/2024,58731,58731,39,Approved,N,Y,Motor,Open Driver,51,Y,Private,1894.85,75,,,,,,,,1
1051,843,Motor,Weather,7/30/2024,92304,92304,29,Approved,N,N,Contents,,,,,429.46,81,51,4,Y,Y,N,0,Driver meets policy requirements,1
1052,1259,Contents,Malicious Damage,9/4/2023,43446,43446,34,Approved,N,N,All Risk,,,,,308.14,86,,,,,,,,1
1053,920,All Risk,Accidental Loss,12/3/2024,99617,99617,55,Approved,Y,N,All Risk,,,,,2175.85,26,,,,,,,,1
1054,1002,Building,Fire,1/8/2024,65905,65905,40,Approved,Y,N,Building,,,,,2038.73,35,,,,,,,,1
1055,919,Contents,Water Damage,4/3/2024,77104,77104,22,Approved,N,N,Building,,,,,1233.04,65,,,,,,,,1
1056,932,All Risk,Theft,3/1/2023,55026,55026,35,Approved,Y,N,All Risk,,,,,1570.67,68,,,,,,,,1
1057,1164,Building,Flood,5/21/2023,44614,7054,75,Pending,Y,Y,Motor,Named Driver,37,N,Business,701.25,15,,,,,,,,0.1581
1058,482,All Risk,Accidental Loss,6/25/2025,80542,80542,58,Approved,Y,Y,Contents,,,,,1192.07,59,,,,,,,,1
1059,774,Building,Malicious Damage,2/20/2025,70955,70955,26,Approved,Y,Y,All Risk,,,,,866.38,43,,,,,,,,1
1060,1553,Motor,Fire & Explosion,3/16/2025,56116,56116,43,Approved,N,Y,Building,,,,,713.34,18,42,3,Y,Y,N,0,Driver meets policy requirements,1
1061,599,Motor,Weather,1/4/2023,118370,118370,51,Approved,Y,N,Building,,,,,2444.35,49,46,8,Y,Y,N,0,Driver meets policy requirements,1
1062,983,Motor,Glass Damage,7/18/2023,72637,71313,68,Repudiated,N,N,Motor,Named Driver,51,Y,Business,2435.17,89,48,1,Y,Y,N,0,Driver meets policy requirements,0.9818
1063,1950,Motor,Accidental Damage,2/25/2024,128405,125905,11,Approved with Additional Excess,N,Y,All Risk,,,,,2266.65,50,24,0,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.9805
1064,1073,Building,Water Damage,2/25/2023,73208,32777,74,Pending,Y,N,All Risk,,,,,1302.12,39,,,,,,,,0.4477
1065,1446,Contents,Burglary,1/29/2023,56177,46356,92,Repudiated,Y,Y,All Risk,,,,,2413.23,88,,,,,,,,0.8252
1066,1715,Building,Storm,1/17/2024,71000,7809,71,Repudiated,N,N,All Risk,,,,,1238.65,83,,,,,,,,0.11
1067,1784,Motor,Weather,7/24/2024,2885,2885,43,Approved,Y,N,Building,,,,,641.9,61,35,0,Y,Y,N,0,Driver meets policy requirements,1
1068,1069,Contents,Malicious Damage,8/30/2023,57123,48094,65,Repudiated,Y,Y,Building,,,,,1912.62,6,,,,,,,,0.8419
1069,159,Motor,Theft & Hijacking,5/16/2025,9368,0,17,Repudiated,N,Y,Motor,Named Driver,59,N,Private,1084.93,50,63,19,Y,N,N,0,Invalid driver licence,0
1070,1592,Building,Water Damage,1/31/2025,92463,77270,87,Repudiated,Y,N,Building,,,,,467.6,15,,,,,,,,0.8357
1071,322,Building,Fire,10/20/2025,6496,2114,83,Repudiated,N,N,Building,,,,,351.46,54,,,,,,,,0.3254
1072,119,All Risk,Travel Risk,5/6/2025,63632,16079,69,Pending,N,Y,All Risk,,,,,1391.15,74,,,,,,,,0.2527
1073,5,Motor,Weather,6/20/2024,107594,107594,38,Approved,N,N,Contents,,,,,2106.22,52,43,1,Y,Y,N,0,Driver meets policy requirements,1
1074,186,Contents,Water Damage,5/14/2023,23121,772,67,Pending,Y,Y,Motor,Named Driver,26,Y,Business,1702.34,25,,,,,,,,0.0334
1075,1043,Building,Water Damage,10/15/2023,120346,37215,90,Repudiated,Y,Y,Building,,,,,2370.73,26,,,,,,,,0.3092
1076,656,Motor,Fire & Explosion,4/29/2024,41407,0,38,Repudiated,N,N,Motor,Named Driver,27,N,Private,1687.17,27,32,3,Y,N,N,0,Invalid driver licence,0
1077,1947,All Risk,Accidental Loss,1/7/2023,78703,11150,86,Repudiated,Y,N,Building,,,,,729.78,38,,,,,,,,0.1417
1078,1584,Building,Malicious Damage,10/19/2023,30278,14024,78,Repudiated,N,Y,All Risk,,,,,281.22,46,,,,,,,,0.4632
1079,1007,All Risk,Theft,10/12/2024,92227,92227,22,Approved,N,N,All Risk,,,,,2136.38,18,,,,,,,,1
1080,1176,Motor,Theft & Hijacking,12/23/2023,15832,3205,68,Pending,N,N,Building,,,,,272.27,70,20,0,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.2024
1081,60,Motor,Accidental Damage,3/31/2023,7763,3605,83,Repudiated,N,N,All Risk,,,,,2474.87,25,24,1,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.4644
1082,126,Motor,Fire & Explosion,2/29/2024,124610,104109,72,Repudiated,Y,Y,Contents,,,,,879.31,87,37,1,Y,Y,N,0,Driver meets policy requirements,0.8355
1083,667,All Risk,Theft,6/12/2025,69323,69323,13,Approved,Y,N,Contents,,,,,356.9,46,,,,,,,,1
1084,146,Building,Fire,1/1/2024,115680,115680,19,Approved,N,Y,Building,,,,,1788.71,15,,,,,,,,1
1085,1169,Building,Malicious Damage,7/15/2024,88765,88765,13,Approved,Y,Y,Motor,Named Driver,43,Y,Business,1980.84,58,,,,,,,,1
1086,1120,Motor,Weather,3/4/2024,35129,35129,23,Approved,N,Y,Contents,,,,,1132.53,18,62,34,Y,Y,N,0,Driver meets policy requirements,1
1087,1641,Building,Water Damage,6/30/2023,52189,52189,21,Approved,N,N,All Risk,,,,,1967.83,49,,,,,,,,1
1088,440,All Risk,Accidental Loss,7/10/2023,55823,55823,29,Approved,Y,Y,Building,,,,,900.18,33,,,,,,,,1
1089,95,Building,Flood,3/20/2025,36711,32116,76,Repudiated,N,N,Building,,,,,975.91,11,,,,,,,,0.8748
1090,1844,All Risk,Accidental Loss,4/11/2023,5861,5861,56,Approved,Y,Y,Building,,,,,1097.95,37,,,,,,,,1
1091,812,Motor,Accidental Damage,5/14/2025,87997,82856,78,Repudiated,N,N,Building,,,,,2282.64,44,34,4,Y,Y,N,0,Driver meets policy requirements,0.9416
1092,1768,Building,Malicious Damage,7/14/2024,23300,23300,54,Approved,Y,Y,Motor,Named Driver,30,Y,Business,700.29,45,,,,,,,,1
1093,17,Contents,Malicious Damage,12/5/2025,81612,15386,91,Repudiated,Y,N,All Risk,,,,,2309.55,11,,,,,,,,0.1885
1094,101,All Risk,Theft,7/5/2024,89421,89421,10,Approved,N,Y,Building,,,,,2074.31,29,,,,,,,,1
1095,1355,Building,Malicious Damage,7/30/2024,137769,137769,52,Approved,N,N,Motor,Open Driver,36,N,Private,1080.11,72,,,,,,,,1
1096,1394,All Risk,Theft,9/25/2023,46374,26085,72,Pending,Y,Y,Building,,,,,1424.61,26,,,,,,,,0.5625
1097,1848,Contents,Malicious Damage,3/15/2025,145388,145388,58,Approved,N,Y,Contents,,,,,1167.48,30,,,,,,,,1
1098,481,Contents,Fire,2/12/2025,123016,123016,21,Approved,Y,N,All Risk,,,,,767.58,87,,,,,,,,1
1099,874,Contents,Accidental Damage,8/5/2023,147970,80048,92,Repudiated,N,N,Motor,Open Driver,24,N,Private,2410.92,51,,,,,,,,0.541
1100,1754,Motor,Weather,7/16/2023,13674,13674,32,Approved,Y,Y,Contents,,,,,927.17,38,65,13,Y,Y,N,0,Driver meets policy requirements,1
1101,1575,Contents,Accidental Damage,6/11/2023,18840,18840,47,Approved,N,N,Motor,Named Driver,38,Y,Business,1357.2,78,,,,,,,,1
1102,921,All Risk,Fire,2/20/2025,50562,28024,64,Pending,N,Y,Contents,,,,,920.97,76,,,,,,,,0.5543
1103,1030,Contents,Accidental Damage,7/4/2024,133139,133139,20,Approved,Y,N,All Risk,,,,,1000.71,7,,,,,,,,1
1104,911,Motor,Fire & Explosion,9/30/2025,79958,79958,32,Approved,N,N,All Risk,,,,,1140.3,61,73,26,Y,Y,N,0,Driver meets policy requirements,1
1105,1811,All Risk,Accidental Loss,3/20/2023,26220,17453,95,Repudiated,Y,N,All Risk,,,,,1459.2,17,,,,,,,,0.6656
1106,1676,Contents,Burglary,10/21/2025,93212,93212,49,Approved,Y,N,Building,,,,,2290.9,57,,,,,,,,1
1107,1428,Building,Fire,9/26/2024,143970,143970,47,Approved,Y,Y,Contents,,,,,1528.43,56,,,,,,,,1
1108,1033,Motor,Accidental Damage,11/10/2024,42917,0,56,Repudiated,N,N,Motor,Open Driver,73,N,Business,1810.86,19,70,41,Y,N,N,0,Invalid driver licence,0
1109,714,Motor,Theft & Hijacking,2/26/2024,80693,52426,80,Pending,N,Y,Contents,,,,,1849.92,55,74,1,Y,Y,N,0,Driver meets policy requirements,0.6497
1110,1530,Building,Storm,8/23/2023,101579,101579,16,Approved,Y,Y,Building,,,,,813.26,59,,,,,,,,1
1111,1157,Contents,Fire,4/3/2025,77864,77864,30,Approved,N,Y,Motor,Named Driver,60,N,Business,1794.55,58,,,,,,,,1
1112,1355,All Risk,Travel Risk,2/9/2025,32063,27933,88,Repudiated,N,Y,Motor,Open Driver,36,N,Private,1080.11,72,,,,,,,,0.8712
1113,1389,All Risk,Accidental Loss,10/19/2023,32719,32719,18,Approved,N,N,All Risk,,,,,453.77,33,,,,,,,,1
1114,894,All Risk,Accidental Loss,3/22/2023,28456,28456,23,Approved,Y,N,Motor,Open Driver,50,Y,Private,462.44,49,,,,,,,,1
1115,63,All Risk,Theft,4/2/2025,85756,85359,79,Pending,Y,Y,Motor,Named Driver,50,N,Business,2424.93,90,,,,,,,,0.9954
1116,753,Motor,Glass Damage,10/28/2023,99525,1384,81,Repudiated,N,Y,Building,,,,,1904.21,62,30,3,Y,Y,N,0,Driver meets policy requirements,0.0139
1117,1896,Building,Fire,7/25/2025,46541,46541,30,Approved,Y,N,Contents,,,,,1716.16,72,,,,,,,,1
1118,1594,All Risk,Theft,7/15/2024,132197,1062,92,Repudiated,N,N,All Risk,,,,,1966.08,35,,,,,,,,0.008
1119,1512,Contents,Malicious Damage,10/25/2024,84191,72122,95,Repudiated,N,Y,Motor,Named Driver,69,Y,Business,1947.38,10,,,,,,,,0.8566
1120,1343,All Risk,Travel Risk,8/24/2023,75082,75082,43,Approved,Y,Y,Building,,,,,1198.06,94,,,,,,,,1
1121,1995,Motor,Theft & Hijacking,11/27/2024,141458,87058,85,Repudiated,Y,N,Motor,Open Driver,70,Y,Business,1890.14,17,73,0,Y,Y,N,0,Driver meets policy requirements,0.6154
1122,522,All Risk,Accidental Loss,3/19/2024,125819,125819,48,Approved,Y,N,All Risk,,,,,314.08,87,,,,,,,,1
1123,1225,Motor,Accidental Damage,5/5/2024,26118,12174,74,Pending,Y,Y,Building,,,,,1959.71,13,52,30,Y,Y,N,0,Driver meets policy requirements,0.4661
1124,617,Building,Malicious Damage,10/28/2023,90395,90395,48,Approved,N,Y,All Risk,,,,,2118.14,69,,,,,,,,1
1125,1100,Building,Flood,10/16/2024,75527,74002,73,Repudiated,N,N,Contents,,,,,1479.86,10,,,,,,,,0.9798
1126,106,Building,Water Damage,5/23/2023,142105,61680,84,Repudiated,Y,Y,All Risk,,,,,2317.96,62,,,,,,,,0.434
1127,1866,Building,Flood,4/9/2024,142995,20009,65,Repudiated,Y,Y,Contents,,,,,1487.87,45,,,,,,,,0.1399
1128,1633,All Risk,Theft,6/25/2024,4381,843,74,Repudiated,Y,Y,Motor,Named Driver,47,N,Business,773.71,10,,,,,,,,0.1924
1129,714,Contents,Malicious Damage,9/29/2023,7125,6283,91,Repudiated,N,Y,Contents,,,,,1849.92,55,,,,,,,,0.8818
1130,1211,Building,Malicious Damage,6/19/2025,3914,666,78,Repudiated,Y,N,Motor,Open Driver,30,N,Private,2360.2,43,,,,,,,,0.1702
1131,744,All Risk,Theft,2/3/2024,50692,50692,56,Approved,N,Y,Contents,,,,,519.82,46,,,,,,,,1
1132,339,Motor,Accidental Damage,10/31/2025,121937,121937,42,Approved,N,Y,All Risk,,,,,863.69,12,48,1,Y,Y,N,0,Driver meets policy requirements,1
1133,59,Contents,Accidental Damage,3/27/2025,89738,89738,29,Approved,Y,Y,Building,,,,,1381,63,,,,,,,,1
1134,1117,Building,Water Damage,3/8/2024,96019,96019,50,Approved,Y,Y,Building,,,,,1756.78,58,,,,,,,,1
1135,723,All Risk,Travel Risk,3/10/2024,70470,70470,27,Approved,N,Y,Contents,,,,,1363.28,27,,,,,,,,1
1136,829,Building,Storm,3/16/2025,121835,52873,69,Repudiated,Y,Y,Motor,Named Driver,26,Y,Private,1525.62,22,,,,,,,,0.434
1137,591,Motor,Theft & Hijacking,4/18/2023,135850,135850,32,Approved,N,N,Building,,,,,2254.99,54,50,1,Y,Y,N,0,Driver meets policy requirements,1
1138,729,Motor,Accidental Damage,1/11/2025,27119,24619,29,Approved with Additional Excess,Y,N,All Risk,,,,,976.39,69,19,1,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.9078
1139,1742,Motor,Weather,2/17/2025,120945,0,74,Repudiated,Y,Y,Motor,Named Driver,24,N,Business,2174.32,22,26,1,Y,N,N,0,Invalid driver licence,0
1140,1293,Contents,Water Damage,2/3/2025,51474,51474,18,Approved,Y,N,All Risk,,,,,1277.98,28,,,,,,,,1
1141,682,All Risk,Accidental Loss,7/23/2024,92893,78291,73,Repudiated,Y,Y,Contents,,,,,982.15,79,,,,,,,,0.8428
1142,1786,All Risk,Accidental Loss,7/31/2023,106908,10795,88,Repudiated,Y,N,All Risk,,,,,2041.3,28,,,,,,,,0.101
1143,1265,Motor,Fire & Explosion,3/10/2024,9114,0,79,Repudiated,Y,Y,Motor,Named Driver,33,N,Private,2248.32,53,29,1,Y,N,N,0,Invalid driver licence,0
1144,559,All Risk,Theft,5/17/2024,110241,110241,40,Approved,N,Y,All Risk,,,,,469.84,16,,,,,,,,1
1145,1179,Building,Water Damage,5/29/2024,5146,497,68,Repudiated,Y,N,All Risk,,,,,288.26,10,,,,,,,,0.0966
1146,807,Contents,Malicious Damage,8/28/2023,3176,3176,23,Approved,N,N,Building,,,,,874.57,90,,,,,,,,1
1147,446,Building,Storm,4/26/2024,18952,16135,92,Repudiated,Y,N,Contents,,,,,1980.23,19,,,,,,,,0.8514
1148,1556,Building,Storm,12/12/2025,24040,24040,34,Approved,Y,Y,Building,,,,,2222.01,92,,,,,,,,1
1149,407,Contents,Accidental Damage,9/5/2025,78658,45353,62,Repudiated,Y,Y,All Risk,,,,,1813.45,68,,,,,,,,0.5766
1150,1426,Building,Malicious Damage,7/10/2023,60263,58876,75,Repudiated,Y,Y,Motor,Open Driver,58,Y,Private,1660.52,8,,,,,,,,0.977
1151,1104,All Risk,Fire,1/11/2025,39975,39975,58,Approved,Y,N,Motor,Open Driver,41,Y,Business,490.39,25,,,,,,,,1
1152,615,All Risk,Travel Risk,11/19/2025,52260,32940,62,Pending,N,Y,Building,,,,,1410.61,7,,,,,,,,0.6303
1153,1415,All Risk,Theft,1/8/2025,121119,121119,39,Approved,N,N,All Risk,,,,,836.73,80,,,,,,,,1
1154,1003,Contents,Accidental Damage,12/23/2023,77705,77705,50,Approved,N,N,All Risk,,,,,1396.09,23,,,,,,,,1
1155,940,Contents,Malicious Damage,2/12/2023,113412,113412,19,Approved,Y,Y,Building,,,,,1799.32,62,,,,,,,,1
1156,363,Contents,Water Damage,5/23/2025,142508,6736,79,Pending,Y,N,All Risk,,,,,1428.57,49,,,,,,,,0.0473
1157,331,Building,Flood,5/29/2025,9186,9186,12,Approved,N,N,All Risk,,,,,2019.24,73,,,,,,,,1
1158,720,All Risk,Theft,11/6/2025,99424,99424,18,Approved,N,Y,Motor,Named Driver,52,Y,Private,786.75,37,,,,,,,,1
1159,1708,Contents,Water Damage,4/20/2023,138951,104183,92,Repudiated,Y,N,Motor,Open Driver,31,N,Business,2325.44,38,,,,,,,,0.7498
1160,84,Building,Malicious Damage,4/10/2023,111284,111284,24,Approved,Y,N,Building,,,,,905.93,70,,,,,,,,1
1161,1580,Contents,Burglary,8/14/2024,78568,78568,39,Approved,Y,N,Contents,,,,,346.68,32,,,,,,,,1
1162,288,Contents,Burglary,4/18/2025,24145,18409,75,Pending,Y,Y,Contents,,,,,1244.68,54,,,,,,,,0.7624
1163,1026,All Risk,Fire,8/24/2023,133134,133134,25,Approved,Y,N,Motor,Open Driver,45,N,Business,1230.21,63,,,,,,,,1
1164,1835,Building,Storm,9/15/2024,121787,121787,31,Approved,N,Y,Contents,,,,,2246.74,42,,,,,,,,1
1165,408,Motor,Weather,7/14/2025,146888,146888,17,Approved,Y,N,All Risk,,,,,1195.17,83,44,11,Y,Y,N,0,Driver meets policy requirements,1
1166,1923,All Risk,Fire,1/5/2023,137404,137404,52,Approved,N,N,Motor,Named Driver,61,Y,Private,1976.04,37,,,,,,,,1
1167,1058,Motor,Theft & Hijacking,7/3/2023,76940,0,24,Repudiated,Y,N,Motor,Named Driver,29,N,Business,2097.17,87,27,0,Y,N,N,0,Invalid driver licence,0
1168,643,Motor,Weather,7/27/2025,25264,0,78,Repudiated,N,Y,Motor,Named Driver,64,Y,Business,1898.61,80,72,1,N,N,N,0,Incident driver not listed on named-driver policy,0
1169,1153,Motor,Weather,8/25/2025,80702,58794,90,Repudiated,Y,Y,Contents,,,,,1444.81,83,70,50,Y,Y,N,0,Driver meets policy requirements,0.7285
1170,1660,Contents,Accidental Damage,11/26/2023,138907,138907,59,Approved,Y,N,Building,,,,,985.15,50,,,,,,,,1
1171,675,All Risk,Travel Risk,8/18/2025,123654,123654,59,Approved,N,Y,All Risk,,,,,2016.42,32,,,,,,,,1
1172,1309,All Risk,Travel Risk,5/14/2023,127125,21403,83,Repudiated,Y,Y,Building,,,,,2378.54,74,,,,,,,,0.1684
1173,596,All Risk,Fire,4/25/2024,91944,72702,77,Pending,N,N,Motor,Open Driver,18,Y,Private,2042.81,13,,,,,,,,0.7907
1174,1200,Contents,Water Damage,9/14/2024,67295,67295,37,Approved,N,N,Contents,,,,,1612.76,69,,,,,,,,1
1175,914,All Risk,Accidental Loss,4/8/2024,91999,91999,38,Approved,N,Y,Motor,Open Driver,66,Y,Private,2295.48,50,,,,,,,,1
1176,1824,Building,Water Damage,7/20/2024,121126,121126,40,Approved,N,Y,Building,,,,,554.26,43,,,,,,,,1
1177,176,Contents,Malicious Damage,6/22/2024,57387,57387,16,Approved,Y,N,Contents,,,,,2263.25,81,,,,,,,,1
1178,1451,Contents,Malicious Damage,8/21/2024,138402,76349,70,Repudiated,Y,N,All Risk,,,,,524.98,42,,,,,,,,0.5516
1179,1761,Motor,Theft & Hijacking,12/29/2025,28314,28314,18,Approved,N,N,Contents,,,,,2095.41,65,37,0,Y,Y,N,0,Driver meets policy requirements,1
1180,1632,All Risk,Travel Risk,2/28/2024,12788,12788,35,Approved,N,N,All Risk,,,,,2022.96,6,,,,,,,,1
1181,1660,Contents,Malicious Damage,9/15/2025,47208,47208,46,Approved,Y,N,Building,,,,,985.15,50,,,,,,,,1
1182,1014,Contents,Water Damage,10/7/2023,22200,15570,70,Pending,N,N,Contents,,,,,602.02,60,,,,,,,,0.7014
1183,144,Motor,Glass Damage,1/2/2025,87537,15439,73,Repudiated,Y,N,All Risk,,,,,1107.48,84,23,1,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.1764
1184,792,Building,Fire,5/5/2025,122110,67352,92,Repudiated,Y,Y,Building,,,,,971.92,92,,,,,,,,0.5516
1185,1476,Contents,Water Damage,9/30/2023,30030,30030,20,Approved,N,N,Building,,,,,2494.99,37,,,,,,,,1
1186,495,All Risk,Accidental Loss,8/17/2025,61342,61342,43,Approved,N,Y,Building,,,,,1254.41,60,,,,,,,,1
1187,1086,All Risk,Theft,12/9/2025,127471,7885,63,Repudiated,Y,N,Contents,,,,,974.9,70,,,,,,,,0.0619
1188,1436,Contents,Water Damage,1/18/2023,43456,43456,14,Approved,N,Y,All Risk,,,,,1928.65,34,,,,,,,,1
1189,1763,Contents,Malicious Damage,11/16/2025,80190,57649,64,Pending,N,Y,Contents,,,,,569.84,36,,,,,,,,0.7189
1190,1676,Building,Storm,4/23/2023,99195,99195,47,Approved,Y,Y,Building,,,,,2290.9,57,,,,,,,,1
1191,357,All Risk,Travel Risk,11/17/2025,78290,21612,76,Pending,Y,Y,All Risk,,,,,2192.11,40,,,,,,,,0.2761
1192,64,Motor,Theft & Hijacking,4/9/2025,16514,16514,37,Approved,N,Y,All Risk,,,,,1792,12,75,14,Y,Y,N,0,Driver meets policy requirements,1
